HouseTitle,Builder,Location,Furnishing,Bathroom,TenantPrefered,Availability,Area,Floor,PropertyFacing,Notes,Rent,NearBy,Link
4 BHK Villa for Rent in Whitefield Bangalore,Adarsh Palm Meadows,Not Available,Semi-Furnished,5,Bachelors/Family,Immediately,3105 ,East,East Facing Property,"4 BHK, Villa is available for Rent in Whitefield, Bangalore for 2.0 Lac(s)",200000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Panathur, Bangalore",Sri Krishna Excel Stone,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1600 ,3 out of 4,Near Sobha Dream Acres Balegere Road Panathur,Peacefull No Air Nosie Pollution,47999.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"5 BHK Flat for Rent in Hebbal, Bangalore",Embassy Lake Terraces,Not Available,Semi-Furnished,6,Bachelors/Family,Immediately,6300 ,12 out of 20,Not Available,Nice flat with a good ventilation. The monthly maintenance is Rs 70000/-.,430000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Jakkur, Bangalore",Sobha HRC Pristine,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1400 ,17 out of 20,East Facing Property,"Premium Property located in one of the prime locations of Bengaluru.with good commutation and access to all your daily needs.Equipped with worldclass amenities.Near to International institutes, Tech Parks, Markets, Supermarkets, Malls, Leisures, Hospitals, and more.Just 30 mins drive from the International Airport. The monthly maintenance is Rs 5000/-.",67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Hebbal, Bangalore",Prestige Misty Waters,Not Available,Semi-Furnished,2,Bachelors/Family,Immediately,820 ,12 out of 23,East Facing Property,"Good ventilation and good interiors, well maintained . The monthly maintenance is Rs 3600/-.",41000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"4 BHK Flat for Rent in Hebbal, Bangalore", L&T Raintree Boulevard,Not Available,Unfurnished,4,Bachelors,Immediately,2470 ,12 out of 15,Not Available,great location with all the amenities,110000.00000000001,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"4 BHK Flat for Rent in Hebbal, Bangalore",Brigade Caladium,Not Available,Furnished,4,Bachelors,Immediately,3400 ,9 out of 14,East Facing Property,Close to major it parks collegs international schools malls shopping centre hoispitals. The monthly maintenance is Rs 15000/-.,180000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Kanakapura Road, Bangalore",Prestige Falcon City,Not Available,Semi-Furnished,3,Family,Immediately,1200 ,2 out of 31,East Facing Property,"3bhk flat available for rent in prestige falcon city 1603 sqft east facing semi furnished 2nd floor rent 57,000 The monthly maintenance is Rs 5000/-.",57000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"4 BHK Flat for Rent in Hebbal, Bangalore",Brigade Caladium,Not Available,Semi-Furnished,4,Family,Immediately,4310 ,13 out of 18,East Facing Property,At Brigade Caladium the sublime luxury that greets you on arrival prevails throughout the property. The monthly maintenance is Rs 15000/-.,190000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sobha Iris,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1334 ,3 out of 18,Not Available,"3 BHK 24 hours water facility available 3 bhk flat for it is a gated community,very good society all security, lifts, gym, garden Area etc. And near by IT Companies in minimum distance, like Prestige Tech amenities are avaliable like swimming pool, indoor Games, children play Area, badminton court, 24 hrs Park, Wipro co.limited, RMZ Eco World, Cesna business park, Embassy Tech Park, eco space, Accenture etc. And shopping malls are avaliable nearby location with good The monthly maintenance is Rs 6000/-.",67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Btm Layout, Bangalore",Not Available,Not Available,Semi-Furnished,2,Family,Immediately,1150 ,1 out of 3,East Facing Property,east faceing with good Society with car parking The monthly maintenance is Rs 1000/-.,29998.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Kadugodi, Bangalore",Sai Nithya Apartment,Not Available,Semi-Furnished,2,Bachelors,Immediately,1280 ,4 out of 6,Not Available,"2 BHK, Multistorey Apartment is available for Rent in Kadugodi, Bangalore for 27,000 The monthly maintenance is Rs 3700/-.",27000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"1 BHK Flat for Rent in Anchepalya, Bangalore",Not Available,Not Available,Furnished,1,Bachelors,Immediately,422 ,7 out of 30,East Facing Property,1 BHK flat in Prestige Jindal City is a residential project located in Tumkur Road Bangalore India. Its a creation of the renowned Prestige Group known for its commitment to quality and excellence in real estate. The project aims to offer a luxurious and comfortable living experience to its residents. The monthly maintenance is Rs 2000/-.,26000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Hebbal, Bangalore",Century Ethos,Not Available,Semi-Furnished,4,Bachelors,Immediately,2200 ,15 out of 21,Not Available,new property and very good location The monthly maintenance is Rs 18000/-.,190000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Prestige Finsbury Park,Not Available,Semi-Furnished,2,Bachelors/Family,Immediately,639 ,8 out of 20,East Facing Property,"luxury residential apartment project of Prestige Group located next to Aerospace Park of Gummanahalli in North Bengaluru. The project is on 25 acres and includes 1, 2, and 3 BHK highrise apartments. The premise delivers exclusive homes at the perfect address to elevate the bliss of urban life. The monthly maintenance is Rs 3600/-.",25000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in 1st Block Rajajinagar, Bangalore",Renaissance Temple Bells,Not Available,Semi-Furnished,2,Bachelors/Family,Immediately,1000 ,5 out of 9,Not Available,Located in prime location close to orion mall. The monthly maintenance is Rs 5000/-.,40000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Rajajinagar, Bangalore",Sobha Indraprastha,Not Available,Furnished,3,Bachelors/Family,Immediately,1800 ,16 out of 37,"Near to World Trade Center, Lulu Mall and Kempegowda Railway Station","3.5 Bhk apartment for rent Location of the project offering good connectivity to various key parts of Central Bangalore.Close proximity to City Railway Station, Majestic Station, Metro Stations, various highways going through the city and more makes Sobha Indraprastha Great for Personal use. The monthly maintenance is Rs 2000/-.",130000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Richards Town, Richards Town, Bangalore",Not Available,"RichardsTown,Bangalore",Furnished,3,Family,Immediately,1200 ,4 out of 5,Not Available,"Richards Town is one of the famous residential localities in the north eastern part of Bengaluru. Pulikeshi Nagar, Pottery Town, Indira Puram, Venkateshpuram and Sindhi Colony are some of the nearby residential localities to Richards Town. It has a good mix of independent houses, builder floors and highrise apartments. Some of the key residential projects are Eden Crest Apartments, Elegant Davis Apartments and North Star Tuscan Apartments. The monthly maintenance is Rs 5000/-.",75000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Kanakapura Road, Bangalore",Prestige Falcon City,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1600 ,29 out of 32,Not Available,3 bhk semi furnished flat available for rent ready to occupy in prestige falcon city The monthly maintenance is Rs 4/-.,53000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Hebbal, Bangalore",Godrej Woodsman Estate,Not Available,Unfurnished,3,Bachelors,Immediately,1630 ,6 out of 16,East Facing Property,Fully furnished and Servant Room Is Attached to kitchen The monthly maintenance is Rs 7500/-.,53000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Richmond Town, Richmond Town, Bangalore",syeds sarinity,"RichmondTown,Bangalore",Furnished,3,Bachelors,Immediately,2200 ,2 out of 6,East Facing Property,Available beautiful 3bhk fully furnished flat for rent in the heart of the city The monthly maintenance is Rs 10000/-.,130000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
4 BHK Villa for Rent in Hsr Layout Bangalore,Not Available,Not Available,Furnished,5,Bachelors,Immediately,3600 ,East,East Facing Property,"4 BHK, Villa is available for Rent in HSR Layout, Bangalore for 1.60 Lac(s)",160000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Carmelaram, Bangalore",Sobha Royal Pavilion,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1422 ,6 out of 16,Not Available,"3bhk brand new semi furnished flat available for rent in Sobha royal pavilion carmelaram, sarjapur main road The monthly maintenance is Rs 7000/-.",61000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Hebbal, Bangalore",Brigade Caladium,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,3000 ,9 out of 20,East Facing Property,"Premium Property located in one of the prime locations of Bengaluru.with good commutation and access to all your daily needs.Equipped with worldclass amenities.Near to International institutes, Tech Parks, Markets, Supermarkets, Malls, Leisures, Hospitals, and more.Just 30 mins drive from the International Airport. The monthly maintenance is Rs 8000/-.",140000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Defence Colony Indiranagar, Bangalore",Ahana,Not Available,Furnished,3,Bachelors/Family,Immediately,4500 ,4 out of 5,Not Available,"located in the heart of defence colony with lots of greenary surroundings, beautiful done interiors with custom made all the furniture cant find like this kind pent with breath taking view from the flat The monthly maintenance is Rs 30000/-.",450000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Elita Promenade,"JPNagar,Bangalore",Semi-Furnished,3,Family,Immediately,1550 ,9 out of 19,Not Available,"A beautiful 3 bhk apartment in 7th phase jp nagar, bangalore south is available for rent. The property is a part of Elita promenade. It is a property in a promising locality. It is located on 9th floor. The property ownership is freehold type and has a super built Up area of 1780 sq.Ft. It comes With 2 balconies and 3 bathrooms, the apartment is Semi Furnished. It has one covered parking. The monthly maintenance is Rs 6000/-.",60000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Yelahanka, Bangalore",Prestige Garden Bay,Not Available,Unfurnished,3,Bachelors,Immediately,2159 ,4 out of 4,Not Available,"Beautiful Flate available in Yelahanka, Bangalore for Rent, In a gated community, as per vastu, wellmaintained apartment with amenities and facilities. Easy access to all other locations and for your daily needs The monthly maintenance is Rs 3/-.",60000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Ecc Road, Whitefield, Bangalore",Gopalan Atlantis,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1250 ,11 out of 11,Not Available,"Gopalan Atlantis in Whitefield, Bangalore East is a readytomove housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2BHK and 3BHK apartments available in this project. This housing society is now ready to be called home as families have started moving in. Check out some of the features of Gopalan Atlantis housing society",50000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Rajapura, Bangalore",DLF Maiden Heights,Not Available,Semi-Furnished,2,Bachelors/Family,Immediately,940 ,10 out of 12,East Facing Property,"Semi furnished 2BHK ready to occupy apartment available on rent immediately in well maintained society with modern amenities The house is good and furnishings like brand new wardrobes, kitchen cabinets will be added before move in The monthly maintenance is Rs 3326/-.",20000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Whitefield, Bangalore",Prestige Lakeside Habitat,Not Available,Furnished,3,Family,Immediately,1655 ,Ground out of 18,Not Available,"Check this beautiful 3 BHK Flat available for rent in Bengaluru. Nestled at a prime location in Whitefield, it is an ideal home for those looking for a modern lifestyle. The Flat is fully furnished, available for affordable rent. This unit is inside a gated society equipped with various amenities and ample greenery. The Flat is thoughtfully designed to ensure a comfortable living. It includes 3 bedrooms and 3 bathroom. Out of a total 18 floors, this 3 BHK unit is built on ground floor . It also has 2 balcony that have been spaciously designed and allow you to enjoy the magnificent views. The monthly maintenance is Rs 5500/-.",60000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
4 BHK Villa for Rent in Whitefield Bangalore,Adarsh Palm Meadows,Not Available,Semi-Furnished,5,Bachelors/Family,Immediately,3105 ,East,East Facing Property,"4 BHK, Villa is available for Rent in Whitefield, Bangalore for 2.0 Lac(s)",200000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Panathur, Bangalore",Sri Krishna Excel Stone,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1600 ,3 out of 4,Near Sobha Dream Acres Balegere Road Panathur,Peacefull No Air Nosie Pollution,47999.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"5 BHK Flat for Rent in Hebbal, Bangalore",Embassy Lake Terraces,Not Available,Semi-Furnished,6,Bachelors/Family,Immediately,6300 ,12 out of 20,Not Available,Nice flat with a good ventilation. The monthly maintenance is Rs 70000/-.,430000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Jakkur, Bangalore",Sobha HRC Pristine,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1400 ,17 out of 20,East Facing Property,"Premium Property located in one of the prime locations of Bengaluru.with good commutation and access to all your daily needs.Equipped with worldclass amenities.Near to International institutes, Tech Parks, Markets, Supermarkets, Malls, Leisures, Hospitals, and more.Just 30 mins drive from the International Airport. The monthly maintenance is Rs 5000/-.",67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Hebbal, Bangalore",Prestige Misty Waters,Not Available,Semi-Furnished,2,Bachelors/Family,Immediately,820 ,12 out of 23,East Facing Property,"Good ventilation and good interiors, well maintained . The monthly maintenance is Rs 3600/-.",41000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"4 BHK Flat for Rent in Hebbal, Bangalore", L&T Raintree Boulevard,Not Available,Unfurnished,4,Bachelors,Immediately,2470 ,12 out of 15,Not Available,great location with all the amenities,110000.00000000001,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"4 BHK Flat for Rent in Hebbal, Bangalore",Brigade Caladium,Not Available,Furnished,4,Bachelors,Immediately,3400 ,9 out of 14,East Facing Property,Close to major it parks collegs international schools malls shopping centre hoispitals. The monthly maintenance is Rs 15000/-.,180000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Kanakapura Road, Bangalore",Prestige Falcon City,Not Available,Semi-Furnished,3,Family,Immediately,1200 ,2 out of 31,East Facing Property,"3bhk flat available for rent in prestige falcon city 1603 sqft east facing semi furnished 2nd floor rent 57,000 The monthly maintenance is Rs 5000/-.",57000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"4 BHK Flat for Rent in Hebbal, Bangalore",Brigade Caladium,Not Available,Semi-Furnished,4,Family,Immediately,4310 ,13 out of 18,East Facing Property,At Brigade Caladium the sublime luxury that greets you on arrival prevails throughout the property. The monthly maintenance is Rs 15000/-.,190000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sobha Iris,Not Available,Semi-Furnished,3,Bachelors/Family,Immediately,1334 ,3 out of 18,Not Available,"3 BHK 24 hours water facility available 3 bhk flat for it is a gated community,very good society all security, lifts, gym, garden Area etc. And near by IT Companies in minimum distance, like Prestige Tech amenities are avaliable like swimming pool, indoor Games, children play Area, badminton court, 24 hrs Park, Wipro co.limited, RMZ Eco World, Cesna business park, Embassy Tech Park, eco space, Accenture etc. And shopping malls are avaliable nearby location with good The monthly maintenance is Rs 6000/-.",67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
"2 BHK Flat for Rent in Btm Layout, Bangalore",Not Available,Not Available,Semi-Furnished,2,Family,Immediately,1150 ,1 out of 3,East Facing Property,east faceing with good Society with car parking The monthly maintenance is Rs 1000/-.,29998.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/5-BHK-8331-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730363933353037
